35193118	meshd018487 procedure patient meshd002312 case report surgical septal myectomy prefer treatment option patient medically intractable meshd002312 extend transaortic septal myectomy widely perform surgical procedure patient subaortic meshd000402 transapical approach provide alternative surgical option less common phenotype meshd006984 long segmental septal meshd006984 report describe case procedure perform achieve left meshd006529 procedure use combine transaortic transapical dual approach patient diffuse type meshd002312 meshd000783 mid cavity meshd000402
35248534	antibody fc engineer conditional antibody dependent cellular meshd064420 meshd009800 microenvironment ph despite exquisite specificity high affinity antibody base meshd009369 therapy treatment side effect occur since meshd009369 associate antigen target present healthy cell low ncbigene5053 ncbigene5053 meshd009369 microenvironment provide opportunity develop conditionally active antibody enhance meshd009369 specificity engineer human igg1 fc domain enhance ncbigene5053 ncbigene5053 selective binding receptor ncbigene2214 ncbigene2214 subsequent antibody dependent cellular meshd064420 adcc displayed fc domain surface mammalian cell generate site direct library alter fc residue fc ncbigene2214 ncbigene2214 interface support interaction positively charge meshd006639 residue use competitive stain flow cytometric selection strategy isolate fc variant exhibit reduce ncbigene2214 ncbigene2214 affinity neutral ph physiological affinity meshd009369 typical ph 6 5 demonstrate antibody compose ncbigene2187 ncbigene2187 arm binding breast cell epithelial marker ncbigene2064 ncbigene2064 lead fc variant term acid fc exhibit 2 fold ph selectivity ncbigene2214 ncbigene2214 binding base ratio equilibrium dissociation constant kd 7 4 kd 6 5 due faster dissociation rate ph 7 4 finally vitro adcc assay human ncbigene2214 ncbigene2214 positive natural killer ncbigene2064 ncbigene2064 positive target cell demonstrate similar activity anti ncbigene2064 ncbigene2064 antibody bearing wild type acid fc ph 6 5 nearly 20 fold reduce adcc acid fc ph 7 4 base ec50 ratio work show promise mammalian cell display fc engineering feasibility ph selective fc activation provide second dimension selective meshd009369 cell target
35509460	recognition competes hydration anion trigger monolayer formation cyanostar supra amphiphiles aqueous interface trigger self assembly surfactant organize layer aqueous interface important create adaptive nanosystems understand selective ion extraction transformation require molecular recognition underlie drive force modify local environment way well understood herein investigate role ion binding ion hydration use cyanosurf compose cyanostar macrocycle binding anion either size match mi match either weakly highly hydrate utilize supra amphiphile concept meshd000838 inding convert cyanosurf charge amphiphilic complex trigger self organization monolayers air wa meshd014867 nterface initially cyanosurf form aggregate surface pure wa meshd014867 olution weakly hydrate size match hexafluorophosphate pf ncbigene200162 ncbigene200162 pe meshc494474 cl meshc494474 anion add macrocycles form distinct monolayer architecture surface pressure isotherm reveal significant reorganization surface active molecule upon anion binding infrared reflection absorption spectroscopy show ion bound complex well order interface vibrational sum frequency generation spectroscopy show wa meshd014867 olecules interfacial region highly order response charge monolayer cyanosurf complex consistent importance recognition find small mi match ch meshd002712 oes trigger transformation size match ph meshd010710 h2po4 trigger monolayer formation indicate hydration inhibits interfacial binding study reveal anion selective recognition hydration control binding switch responsive molecular interface selective binding anion transform macrocycles amphiphiles form monolayers surface water depe meshd014867 upon relative role anion hydration anion recognition
35085439	meshd013455 phosphorus oxyacid radical report computational study little study neutral meshc042345 bisulfate dihydro phosphite dihydro phosphate radical hsox h2pox 3 4 call special attention various tautomeric structure together pka value estimate gibbs free energy dissociation g4 cam b3lyp level density functional theory energetics microhydration cluster four meshd014867 molecule base specie eight meshd014867 molecule base specie investigate number microhydrating meshd014867 molecule need induce spontaneous de protonation found correlate acid strength radical accord compute gibbs free reaction activation energy center radical preferentially add double bond meshc013658 meshd008055 model whereas center radical tautomers prefer abstraction likely downstream reaction radical biological medium discuss
35497620	enhance antivirus activity chimeric ncbitaxon9615 ncbitaxon9615 interferon ricin subunit use nanoparticle formulation despite interferon alpha broad spectrum antiviral activity strong antiproliferative activity application severely limited due intrinsic property protein poor stability short serum half life study canine interferon alpha caifnalpha gene fuse ricin toxin chain rtb form rcaifnalpha rtb encodes 463 amino acid protein contain 15 amino acid encode g4s 3 flexible linker expression prokaryote purification renaturation meshd064420 antiviral activity rcaifnalpha rtb investigate 9615 9615 cell rcaifnalpha rtb exert superior anti meshd054243 ncbitaxon11276 ncbitaxon11276 activity 9615 cell developed nanoparticle formulation rcaifnalpha rtb use meshd011094 meshd011094 electrostatic interaction rcaifnalpha rtb pei10000 stable rcaifnalpha rtb various ph temperature level posse enhance antiviral activity finding facilitate research role type ifn antiviral defense response ncbitaxon9615 ncbitaxon9615 despite interferon alpha broad spectrum antiviral activity strong antiproliferative activity application severely limited due intrinsic property protein poor stability short serum half life
35519722	coordinate capillary infiltration anodic oxidation multi functional strategy electrochemical fabrication meshd006108 electrochemical exfoliation gr meshd006108 tands promising alternative exist method scalable gr meshd006108 abrication factor govern electrochemical process underlie mechanism complex effectively control exfoliation process far completely clear despite many attempt previous work herein first time capillary infiltration anodic oxidation dependence temperature found critical determine electrolyte infiltration anodic oxidation process basis achieve tune sheet dimension thickness lateral size surface chemistry gr meshd006108 facilely control temperature 5 95 four kind gr meshd006108 aterials feature small size porosity wa meshd014867 ispersibility large size selectively fabricate electrolyte system different temperature especially low temperature exfoliation result high yield 99 5 small size gr meshd006108 new breakthrough electrochemical method find associate mechanism temperature influence capillary infiltration anodic oxidation deepen understand electrochemical exfoliation make electrochemistry versatile technique gr meshd006108 abrication coordinate capillarity infiltration anodic oxidation enables electrochemical fabrication various graph meshd006108 rial different temperature
34314500	outcome link eligibility stem cell transplantation trial diffuse meshd045743 abstract objective aim study explore outcome cohort dcssc patient fulfil eligibility criterion stem cell transplantation sct study receive standard immunosuppression method large single centre dcssc cohort 636 patient identify use publish sct trial inclusion criterion patient meeting trial exclusion criterion exclude result 227 eligible patient 214 met inclusion criterion astis autologous stem cell transplantation international scleroderma 82 scot scleroderma cyclophosphamide transplantation 185 upside upfront autologous haematopoietic stem cell transplantation v immunosuppressive medication early diffuse cutaneou meshd045743 66 exclude base age 65 year low diffuse capacity lung carbon monoxide dlco pulmonar meshd006976 tini meshd003404 ce 40 ml min mean follow time 12 year 7 among eligible patient 103 45 4 die su meshd003643 al 96 2 year 88 5 year 73 10 year 43 20 year compare sct eligible cohort patient exclude sct trial bad long term survival 97 2 year 77 5 year 52 10 year 15 20 year log rank 0 001 exclude patient significantly bad long term event free survival hazard death wa meshd003643 patient high age onset hazard ratio hr 1 05 0 001 high esr baseline hr 1 01 0 025 male hr 2 12 0 008 conclusion sct inclusion criterion identify patient poor outcome despite current best practice treatment patient meeting inclusion criterion sct exclude trial age pulmonary hypertension poor kidney function dl meshd006976 omes
35199148	localpdb python package manage protein structure annotation abstract motivation wealth protein structure collect protein data ba ncbigene55024 ncbigene55024 nabled large scale study function evolution study require generation customize datasets combine structural data miscellaneous accessory resource provide functional taxonomic annotation unfortunately functionality currently available tool creation datasets limited usage frequently require laborious survey various data source resolve inconsistency version result address problem developed localpdb versatile python library management protein structure annotation library feature flexible plugin system enable seamless unification structural data diverse auxiliary resource full version control powerful functionality create highly customize datasets localpdb use wide range bioinformatic task particular involve large scale protein structural analysis machine learn availability implementation localpdb freely available http github com labstructbioinf localpdb documentation along usage example access http labstructbioinf github io localpdb
35497384	meshd008476 emerge role cardiac magnetic resonance image diagnosis meshd008476
35495276	direct observation meshc004784 trap mof prove efficient removal meshd013455 impurity report adsorptive removal trace amount di meshc004784 dm meshc004784 use meshd008670 rganic framework mofs cu2 base mofs open metal site omss cu3 btc 2 hkust 1 btc 1 3 5 benzenetricarboxylate omss cu2 bdc 2 dabco cu jast 1 bdc 1 4 benzenedicarboxylate dabco 1 4 diazabicyclo 2 2 2 octane investigate removal dms compare performance ag zeolite currently widely use industry hkust 1 exhibit considerably high adsorption capacity dms adsorbent confirm breakthrough measurement adsorption state dms hkust 1 directly reveal single crystal ray diffraction sxrd analysis situ raman spectroscopy addition show dms remove hkust 1 even humid condition omss hkust 1 strongly trap dms ev meshc004784 humid condition directly prove situ single crystal ray diffraction raman measurement
35496176	prediction human computer interaction intention base eye movement electroencephalograph characteristic order solve problem unsmooth inefficient human computer interaction process information age method human computer interaction intention prediction base electroencephalograph eeg signal eye movement signal propose approach different previous method researcher predict use data human computer interaction single physiological signal method us eye movement eeg signal clearly characterize interaction intention prediction basis addition approach test multiple human computer interaction intention take account operator different cognitive state experimental result show method advantage method propose researcher experiment 1 use eye movement signal fixation point abscissa position px fixation point ordinate position py saccade amplitude ncbigene6296 ncbigene6296 judge interaction intention accuracy reach 92 experiment 2 rely pupil diameter pupil size ps fix time fix time meshd004402 eye movement signal achieve high accuracy operator cognitive state eeg signal add cognitive state identify separately combine screen eeg parameter ralpha beta eye movement signal pupil diameter fixation time accuracy 91 67 experimental combination eye movement eeg signal feature use predict operator interaction intention cognitive state
35516677	mucormycosis follow meshc000657245 meshd007239 epidemic develop pandemic case series tertiary care hospital india world still struggle fight meshc000657245 pandemic epidemic mucormycosis follow meshc000657245 meshd007239 increase india mucormycosis rare life threaten fungal meshd007239 high meshd003643 rate increase due rampant usage corticosteroid meshd007154 meshc000657245 uncontrolled blood sugar increase ferritin use industrial meshd010100 use unsterile mask use unsterile meshd014867 humidifier meshd010100 delivery system remains question case series present five case meshd009091 follow meshc000657245 meshd007239 patient include patient clinical laboratory radiological data case series review literature
